url,title,news channel,video_id,transcript
https://youtu.be/BuqMlTFE0dg?si=Vz1T4H-FhPgQgOQs,Olympic star 'broken' by top swim coach's regime,BBC news,BuqMlTFE0dg,"Rutamelot was coached here in the UK . Age 15 , she was about to make Olympic history . History has been made here . Youngest ever to win the event . Lithuania get their first medal . It 's a gold . How special is this for you ? It 's too much for me . In 2010 , she joined Plymouth Leander , one of the most successful swimming clubs in the UK . She was trained by head coach John Rudd , credited with turning the club into a medalinning powerhouse . She has an inner drive and an intrinsic desire for success . But behind John Rudd 's success was a darker side . We 've spoken to eight swimmers trained by Rudd , including Rout . They all described pressure over their diet and weight , with some making themselves sick to get thinner . John said , "" My ass is fat . "" in one competition when I was 16 . I broke a world record that day . I think that was because I was angry . We 've seen a review of a confidential independent investigation by Swim England in 2012 . 17 witnesses gave evidence about John Rudd 's behavior . The investigation found that under RD 's leadership , swimmers were , as Swim England described it , publicly fat shamed , verbally abused , made to train while injured , inappropriately disciplined , and that there was a bullying culture . It recommended he be suspended for 4 months . He never was . We 've made numerous attempts to contact John Rudd about our investigation . He has n't responded . Rebecca Adlington won gold in the 2008 Beijing Olympics , age 19 . The reason why I think I was so successful is because my coach ultimately always saw me as a human being first . Other coaches would try and see how much they could burn their athlete out or push them or shout at them . My coach did none of that . In swimming , I have to acknowledge you are very exposed . I love the sport so much , but one big downside is body image . And even now , 36 and people think I 'm super confident at putting a costume on . I am not . Plymouth Leander is under new leadership and says it ca n't comment on historical incidents or decisions . It says it carried out a thorough review of its safeguarding policies and procedures to provide the safest possible environment . The club says John Rudd was employed directly by Plymouth College which they were partnered with at the time and it was responsible for his oversight . Plymouth College says the club was responsible for safeguarding . It says excellence should never come at the cost of individual well - being and that it 's deeply concerned to hear these swimmers testimonies . The failures of the investigation into road have led Swim England to review 1,500 safeguarding cases across England stretching back 20 years . Swim England now says it 's determined to learn from past mistakes . What would you say to all those children who have suffered as a result of failings within Swim England ? I would say , I 'm sorry . We absolutely wish that you had n't endured the poor experience that you did endure . So deeply , deeply sorry for that . Rebecca Woods , BBC News ."
https://youtu.be/2qkN1vAI5pI?si=znq_Y0-fQJlmx13A,Child exploitation uncovered in illegal mines in South Africa,BBC news,2qkN1vAI5pI,"Now , a BBC investigation has uncovered evidence that children as young as 15 are being trafficked into illegal minds and sexually abused across South Africa . Several eyewitnesses have described repeated instances of sexual abuse of children in at least three illegal mines . Our Africa correspondent Miami Jones sent this report from Johannesburg and some viewers might find the testimony in this report distressing . A doorway to hell . This abandoned shaft near the town of Still Fontaine was one of the largest illegal mines in South Africa . Late last year , footage emerged of hundreds of bodies underground . The surviving miners claimed they could n't escape after the police sealed some of the exits and tried to force them out by limiting the supply of food and water . The BBC has confirmed that more than 30 of the trapped miners were children . Eyewitnesses described desperate conditions in the mine , including widespread starvation and illness . But more horrors took place on the ground . Workers from Save the Children South Africa translated interviews for some of the underage miners . The children that we spoke to did report sexual exploitation . The trauma that they had gone through because some of them saw others being sexually exploited . , just the feeling that I may not come out of here destroyed those children mentally . Reports of abuse are not limited to Still Fontaine . Men who worked in two other illegal mines have told the BBC they witnessed child abuse on the ground . Sele is a former illegal minor . We 've protected his identity for fear of retribution . I 've seen elderly men forcing young boys to have sex with them underground against their will . And can you tell me what impact this abuse had on the children ? They change their behavior pattern and have trust issues . They no longer want you to get any closer to them because they feel that they no longer trust anyone around them . I was a bit scared . Jonathan worked in another mine near Johannesburg . Sometimes I used to see kids entering mining . So they used to take advantage of them sometimes . How old were these kids ? 15 , 17 . And what was being done to them ? Sexual abuse . whenever they get a chance , , they used to promise them sometimes say , , I 'll give you God and , , I need your body . If that kid is desperate of money , they will take the risk . Researchers say these children are trafficked from poor families in neighboring countries and promised employment in formal mines . Others are abducted and forced to work . Mining has long been central to South Africa 's economy . Johannesburg was built on gold mines in the 19th century , and there are still mine dumps these everywhere . But declining prices has led to the closure of thousands of formal mines , leaving many shafts empty and fueling an illegal industry that 's dangerous and rife with abuse . Most of the children rescued from Still Fontaine were foreign nationals and have been deported . But the illegal mining industry continues to thrive . And with an estimated 6,000 vacant mines potentially available to explore , it 's a business that 's unlikely to end anytime soon , leaving thousands of vulnerable children at risk . Mine Jones , BBC News , Johannesburg . And the BBC did ask the police and Department of Social Development whether anyone would be charged over the sexual abuse allegations . They did not respond to our requests ."
https://youtu.be/1fzcXnDxiAo?si=CfxgCSfNPDiMKiKQ,Israel to allow ‘basic amount’ of aid into Gaza,BBC news,1fzcXnDxiAo,"Israel says it will allow a basic amount of food aid into Gaza , ending a 10 - week blockade that has brought the territory to the brink of famine . Prime Minister Benjamin Netanyahu said the onset of a starvation crisis would jeopardize its renewed military offensive against Hamas . , extensive ground operations have started throughout the south and the north of the territory where air strikes have reportedly put all three public hospitals out of action . More than 100 Palestinians are reported to have been killed in the past 24 hours . A little earlier , I spoke to our Middle East correspondent , Yolanda . We do n't know at the moment when exactly aid will get into Gaza or how but we had this statement that came through from the Israeli prime minister 's office saying a decision had been reached in cabinet that a basic quantity of food aid would be allowed into Gaza . that Israel would work to ensure that this aid did not reach Hamas . Of course , that has been the accusation by Israel as it said it was imposing a blockade on Gaza 11 weeks ago , saying this was to pressure Hamas , accusing it of having stolen supplies , something Hamas denied . And we had the UN and other aid agencies coming out saying they had strong supervision mechanisms . But this all comes against the background of rising international condemnation of Israel 's position . We had a pressure coming from the US as well . And we had , , in the past week or so increased warnings that famine was looming in the Gaza Strip . So the Israeli prime minister 's office said that a starvation crisis would jeopardize Israel 's new military offensive which began just a couple of days ago in Gaza . We have only had from the UN a comment that it has been asked to resume its deliveries into Gaza . Of course , we had been told there 's something 116,000 metric tons of food aid standing by at Gaza 's crossings if only they would reopen . But for the moment , Israel does also seem to be looking to introducing this very controversial new aid mechanism in the future . So , it 's making clear that it will only allow the UN to resume its operations as a temporary measure . Of course , the UN and its humanitarian partners have said that the new system that Israel is looking to introduce is both unethical and unworkable . And Yoland , just briefly , you mentioned their Israel 's military offensive . Just talk us through where things stand with that . , one day ago , we had Israel 's military announcing these new ground operations . They 're concentrated in the north and the south of the Gaza Strip as part of this intense new offensive that it 's begun there . we 've been hearing this morning about intense bombardments of Ununice . There are videos that show some of these strikes . places the Nusa Hospital in the south of the Gaza Strip have been involved . also a school that we 're told had been housing displaced children as well . Palestinian media reporting that at least six people have been killed . In the past day , we heard of more than 100 people being killed according to hospitals . this across the Gaza Strip with dozens of children among the dead . We still have negotiating teams for both Israel and Hamas in Qatar for these indirect talks , but at the moment we 're not hearing of any signs of a breakthrough from there in terms of getting to a new ceasefire deal that could see Israel 's remaining hostages being freed from Gaza ."
https://youtu.be/5BRjOCDFzBw?si=hfXD7AwlEBmeqfVf,Joe Biden diagnosed with aggressive form of prostate cancer,BBC news,5BRjOCDFzBw,"It 's been announced that the former US President Joe Biden has been diagnosed with prostate cancer . A statement from his office said that Mr. Biden , who 's 82 , was given the diagnosis on Friday and has an aggressive form of the disease . Let 's get the latest from our North America correspondent Jake Quan . And this has only emerged in the last hour or so , Jake . So , how much do we know ? So this is a breaking news and we have very little information that was shared by the Biden some former president Joe Biden 's office and they say that on a on a checkup in the biopsy they have found a prostate cancer something that they see as some of a more aggressive form of cancer and that it has metastasized to the bone . A few weeks ago Mr. Biden was having some urinary problems increasingly and then he has gone into the hospital to get it checked out and they have found a little small nodule , a little bump in his prostate . and last week he had a biopsy and past Friday they have finally diagnosed that it was in fact cancer cell that has metastasized to the bone . this does not bode well for a prognosis . In fact , when a cancer moves to the bone , usually it means it is incurable . the treatment will be very challenging . And Mr. Biden is currently 82 years old . and Mr. Biden 's family I 'm sure they 're having a discussion with him and as well as the doctors trying to find the treatment options . And one thing that they said in the statement is that the cancer cell seems to be responding to hormones and that there that gives some hope to treatment . so this is all this a conversation I 'm sure Mr. Biden and his family are having with the doctors and they will be looking at treatment options as well . Jake , thank you . Jake Gone there with the latest in"
https://youtu.be/Nsazxy2Ori8?si=6lbV7Ua-t8J1CnH7,Fresh ceasefire talks after new Israel offensive in Gaza ,BBC news,Nsazxy2Ori8,"Hamas has proposed releasing more hostages under a new Gaza ceasefire deal . It 's after new negotiations were held on Saturday . Nine hostages would be released in exchange for a 60 - day truce and Israel releasing Palestinian prisoners . Israel is yet to respond publicly to the deal . Israel has continued a major new offensive in Gaza named Operation Gideon 's Chariots . Local officials say some 300 people have been killed since Thursday , including 58 who died in air strikes on Saturday . , let 's speak to our correspondent in Jerusalem , Wira Davies . , we 're what else do about this new deal ? , look , the deal has n't been struck yet , and there are a few concrete details coming out of Qatar , but that 's perhaps no bad thing . There appear to be a few points on which both sides seem to be agreed . that 's according to what the BBC understands . Hamas would release nine of the remaining hostages who are still alive in exchange for a 60 - day truce . Also , a number of Palestinian prisoners would be released from Israeli jails . And critically , because of the desperate humanitarian situation in Gaza , around 400 trucks of aid would be allowed in every day as well as part of the deal . those are the things that perhaps both sides can agree on . are significant sticking points . The biggest one seems to be would there be a negotiated end to the war as part of the ceasefire deal or would Israel as they did after the last ceasefire agreement would Israel resume the fighting and its attacks on Gaza ? That appears to be the biggest problem . Israel has always maintained the to continue the war in Gaza to defeat Hamas . Hamas negotiators seem to want some agreement to work towards an end of the war as part of the deal . Meanwhile , as the peace talks continue , there 's been no letup in the fighting in Gaza . Israel is continuing with this big new offensive . There were reported attacks in southern Gaza and Alawasi overnight . And that is significant because Amawasi was designated as a safe area earlier on in the war . Somewhere to where Palestinians displaced from their homes because of the fighting could go in relative safety . But on several occasions , of course , the area has been hit in Israeli air strikes . Israel says it 's attacking Hamas positions , but it 's clear that several Palestinians have been killed in those Israeli attacks over recent days . But the big fear of course is if those talks in Qatar do not come up with an agreement that Israel has said it will go ahead with this big enhanced military push into Gaza , Operation Gideon 's Chariots that would involve a significant escalation of the military operation in Gaza . Just briefly , this deal comes off the back of significant loss of life in Gaza in recent days , has n't it ? And just how intense have the strikes been this week ? . . Throughout the week , Israel has been stepping up the intensification of its air strikes across Gaza . On Friday we had perhaps the biggest Israeli military incursion from land , sea , and air into northern Gaza . I think that was a portent of things to come . Israel clearly indicating as it has threatened to do many times in recent weeks that this big enhanced military operation with thousands of reserve soldiers that has already started and I think it will again as I say it will step up if the peace talks in if the ceasefire talks in Doha fail . We 're Davis there . Thank you ."
https://youtu.be/6dUDjbvxpMA?si=2CoFkS_H0HGbEEY2,"Russian drone attack on Ukraine bus kills nine, officials say",BBC news,6dUDjbvxpMA,", I 'm Emma Vardy . Let 's start this hour with some breaking news . Nine people have been killed in a Russian drone strike on a passenger bus in northeastern Ukraine . That 's according to local officials . The Sunumi regional administration says another four people were injured in the town of Bilapia on Saturday morning . The reported attack comes just hours after Russia and Ukraine held their first direct peace talks since 2022 . Let 's speak now to our Ukraine correspondent , James Waterhouse , who 's in Kev . James , what do more do we know about this strike ? , the police in the Sunumi region have posted some pretty disturbing images of a mangled minibus where there is blood on the floor along the side of a road and they say that it was packed full of passengers making its way from the border towards the northeastern city of Sunumi itself . They say it was struck by a Russian drone . these piloted what these remotec controlled drones that are frequently aimed at civilians across border towns and settlements or even on the front line . Sunumi 's had a pretty tough time of it over the past couple of months when it comes to missile and drone attacks from attacking Russian forces . What Moscow is claiming on this occasion is that it struck a weapons loading area , a preparation area used by Ukrainian forces , but we 've yet to see any evidence accompany that claim . So , a very difficult morning in Ukraine 's northeast today . And this coming off the back so soon after those peace talks between Ukraine and Russia . What effect might this have on that process ? I think we 're talking about a process whilst diplomatically significant . , it is true that it 's the first time in more than three years that Ukrainian and Russian officials stared each other in the eye and tried to negotiate some end to the fighting . There were areas of agreement when it came to a large prisoner exchange , a thousand by each side . Now , there are preparations taking place , we understand , already for that to happen . But when it comes to a ceasefire itself , I do n't think we are any closer . , the Russian delegation in Turkey has been accused again of demanding the complete control of four Ukrainian provinces . , that would equate to the handing over sways of territory and major cities that Russia has been unable to take in all the years of fighting so far and Ukraine simply wo n't go for it . Now , Voladim Zilinski 's had his European allies put an arm around him once more . the likes of Donald Tusk of Poland , Emanuel Macarron of France and Sakir Stalmer of the UK , they are now saying they still hope that Vladimir Zilinski and Vladimir Putin of Russia could still meet . Moscow says it is it has noted that request . but Vladimir Putin has been accused of merely buying time , trying to take part in these peace talks to stall further sanctions , economic punishments which are being prepared by Ukraine 's European allies as well this week . as these attempted peace talks really do for Ukraine drag on . What do you think it would take the steps that would be needed to get to direct peace talks between Zalinski and Putin ? I think it would take a catalyst in the shape of Donald Trump . at the moment we know he is impatient . and it is the military might of America which determines the course and direction of this war for Ukraine . That is an inescapable fact . but I think you have what we have seen so far is President Trump pressure Ukraine more than he has pressured Russia . Ukraine has had to demonstrate to show that it is fully willing to engage in some peace process . That is why you saw Volidimir Zalinski in Turkey this week . He did cut an isolated figure in the absence of Donald Trump and Vladimir Putin . But that is what Ukraine is trying to do . But I think for both Ukraine and Russia to engage in meaty , meaningful discussions , I think there will have to be some pressure , you would imagine , applied on the Kremlin by America . What could that be ? Could that be more military aid for Ukraine ? Could that be further sanctions , which the US president hinted at in the past ? Ukraine certainly hopes so . I think what Ukraine does n't have is any military pressure to apply to Russia . That window has gone . Russia is firmly keeping hold of the territory it has brutally seized . and it is continuing to take more notably in the on the vast eastern front lines of this"
https://youtu.be/jJT7hM4GxC0?si=VbSSjVeFUssS7HGR,White South African defends refugee status in US,BBC news,jJT7hM4GxC0,"This week , a group of 59 white southern a South Africans arrived in the US where they 've been granted refugee status . President Trump says the refugee applications were expedited because the people concerned were victims of racial discrimination , something South Africa 's government denies . The Africanas are descended from Dutch settlers who arrived four centuries ago to South Africa and who led the government which brought in apartheite , a racially segregated political system which has led to discrimination against black South Africans and it 's no longer in force . , usually it takes years for the US government to process refugee applications , but this group waited only three months . , our North America correspondent Nomiabar has been speaking to one of those who made the journey . If you 're white , you 're wrong in South Africa . You are you 're a land thief . You are a racist . The whole time it 's being told and there is racist white people . Plenty of them . You you say you 're not a you 're not a racist white person ? , not at all . I 've got many black friends . I think I 've got more black African black men as friends as white friends . I 'm tired of being told just because I 'm white I 'm a thief . Just because I 'm white I 'm wrong in this . I had nothing to do with apartate . Nothing . Nothing . Nothing . Is there anything specific that 's happened , Charl , that made you think , I 've got to get out of here . I 've got to leave . After the death rates and stuff and my machinery being cut up and I 'm still after reporting everything to the police , not getting any protection or anything that . The only thing that 's left on my farm is a sign that says mining area . All the fences has been taken off . Wgates has been broken off . There are voices out there including the South African president who has called you cowards . . You 've got other Africaners who are saying that you 're not you 're not refugees , you 're opportunists , that you 've abandoned the country . What would you say to those people ? I had to leave a five bed house which I will lose now because I 'm not going to pay for it behind . my car behind , my dogs behind , my mother behind . It is not I did n't come here for fun , but my children are safe . What was it when you got off the shuttle bus and came into that hanger and were greeted by the Trump administration ? It was it was overwhelming . I did n't expect that because I thought we 're going to be in a shuttle bus taken somewhere and we must start working . All of us that is there We know we 're going to start here from the bottom because we are the new people here . We we 're going to start from the bottom , bottom , bottom , bottom . Do you ever worry that you might be caught up in some big political game here that you 're a porn somehow ? , it 's a scary thing , but people must n't think we 're just taking advantage of this . This is we 're coming here to make a contribution to the country . old tweets of yours have been dug up in which you appear to have made anti - semitic comments and so people are questioning should you be here to I would him I deleted the comment but I was thinking I should have not deleted it if you go look where I commented on it was Passover the Orthodox Jews and I 'm Christian we 're spitting and screaming and bumping Christians walking with the cross for me as a Christian that is not acceptable for in Israel . And I and I went and I and I said something on Twitter which I copied and pasted from somebody else 's page because if you go read my post , you 'll see it 's not the way I write . So you had quoted someone else . the quotes I copied and pasted it . The quotes were anti - Semitic . They said Jews are dangerous people . They 're untrustworthy . They 're not God 's people . I was super angry too . So you did it out of anger ? . And I was in hospital at that point of time . I was on morphine . But that 's not an excuse . I 'm not trying to make you an even now . If I would see any person going against my religion , I will speak up against it . You have high hopes being here in America , is there a part of you that is anxious that it might not work out ? . To be honest with you , because of my belief , I believe this is God 's plan for"
https://youtu.be/tKGACjDIm_8?si=U3bBALMQGoelkRqf,Ukraine and Russia agree to prisoner swap after peace talks,BBC news,tKGACjDIm_8,"Now , direct talks between Russian and Ukrainian delegations have been taking place in Istanbul today , the first such meeting between the waring parties in over three years . There were no handshakes and the expectations were low . There was no significant progress today , although both sides have agreed on another prisoner swap , but no ceasefire and nothing that changes the status quo . Donald Trump , of course , saying yesterday that there 'd only be progress when he and Vladimir Putin meet . , Ukraine 's defense minister spoke outside of the talks in the last half an hour . We have agreed to exchange thousand persons to thousand and we 're working on other modalities and our colleagues are in contact and will exchange all the documents . Thank you minister just one question if it 's possible what is the next step for the meetings after that what we need to expect now . So now we need to exchange people and soon we will inform you what is the next stage . Thank you so much . , let me bring you the latest from of course all those leaders that have also been speaking in the last little while . President Zilinski has had a call with Donald Trump and said Ukraine is ready for quick steps for peace . He said robust sanctions should follow if Russia rejects the ceasefire . President Macron has also said it 's unacceptable for Russia to again ignore Ukrainian ceasefire calls and that was a line also agreed with by Zaki Star the British prime minister . So those from the leaders in the last half an hour as well let 's speak to Sergey Rajenko who is the professor at the John Hopkins School of Advanced International Studies . Thank you for being here with us . What is your analysis of what has been happening there in Istanbul ? , , it 's the expected . It 's a first meeting . The sides expressed their initial positions and now they will take those positions back to Moscow and Kiev and see if there 's any give and take . What I understand as the next step in addition to the prisoner exchange which of course is a positive development is that the two sides will consider ways of achieving a ceasefire and will exchange ideas to this effect which may be then followed by another round of talks or I hope it will be followed by another round of talks . A little earlier , Ukrainian diplomats were saying that the Russian delegation had demanded that Ukraine withdraws forces from its territory to get that ceasefire . That was described as totally unacceptable and an attempt to derail these talks . Is the Russian strategy , do you think , just that long game just continue to delay and delay and delay ? Not necessarily , but the Russians have been saying that they want to approach these talks and peace negotiations from the position of reality . What they however have failed to recognize is that the reality is that they have not been able to claim the territories that Russia has formally annexed . 25 % of Zaparisia remain out of reach for the Russians . They 're stuck in eastern Ukraine . So if we recognize those realities , then we will have to have a ceasefire along the existing lines . And I think it 's wise for the Ukrainians to reject preposterous demands by the Russians to remove Ukrainian forces from the territory that Russia has failed to conquer . A twin final thought . In the old world order , there would be deadlines and then if the actions were n't taken , then the various threats would be imposed . We keep seeing in the new world order with Donald Trump , no line in the sand . So your thoughts on that and another thought to weave in . Is Vladimir Putin 's strategy working ? Because you heard Donald Trump say yesterday , "" This only moves when Putin and I meet . "" That of course sidelines Ukraine itself and the Europeans . , Putin would love to have that meeting with Trump and to get Trump to arm twist President Zalinski into agreeing to demands from Russia that he would otherwise not agree to . , now is Putin winning ? , I do n't think so . At the moment , Russia is bogged down in Eastern Ukraine . The war has taken on a very attritional character . , as for peace talks , they can go on for a long time . There are no deadlines . Peace talks in previous wars , think about the Vietnam war , the war of the Soviet invasion of Afghanistan , lasted for years and years before a settlement was achieved . But the issue here is Donald Trump is a very impatient man and he wants quick results . Now , he 's not getting those results judging from what we just saw in Istanbul . , of course , peace talks will take many , many months , if not longer . But the initial stage , the ceasefire stage , that is what continues to elude those parties on the ground , certainly the Ukrainians . Thanks very much . We will leave it there . So sero , thanks for joining us on the program . Thank you ."
https://youtu.be/KpT46WJKMfg?si=1wxpYELUQyWpK6Xr,Chris Brown remanded in custody after being accused of attacking man in London nightclub,BBC news,KpT46WJKMfg,"The American R&B singer Chris Brown has appeared in court today charged with grievous bodily harm with intent in connection with an alleged assault at a nightclub in London two years ago . Our reporter Allison Freeman is at Manchester Magistrate 's Court . Allison , what more can you tell us about this case ? , Ben , as you can imagine , there has been quite a lot of media interest in the appearance of this very high - profile R&B star here at Manchester Magistrate 's Court this morning . The press benches were full and an overflow room had to be set up within the courts for reporters and for fans . When Chris Brown appeared in the dock just after 12:15 , he was wearing a black t - shirt and black tracksuit bottoms and he spoke only to confirm his name , date of birth , and address during the hearing , which lasted about 40 minutes . Now , Mr. Brown , who is 36 , is charged with causing grievous bodily harm with intent at a nightclub in London in February 2023 . It 's understood that he arrived by private jet to Manchester airport on Wednesday . He was then arrested early yesterday morning . He is currently on tour and is scheduled to play several dates across the UK over the next couple of months . Three of those here in Manchester next month . The singer did not enter a plea today and he was remanded in custody until his next appearance at Southern Crown Court on the 13th of June . Ben . , Allison , thank you very"
https://youtu.be/1zNabmYO-DY?si=TwQRm88orzBqr-bx,US 'troubled' by humanitarian situation in Gaza after Israeli air strikes,BBC news,1zNabmYO-DY,", the US Secretary of State says that the Trump administration was troubled by the humanitarian situation in Gaza , reeling under a total Israeli blockade . He spoke as at least 120 Palestinians were reported killed in Israeli air strikes since Thursday . Israel says it 's targeting Hamas and that it 'll continue with plans to expand its offensive in the territory over the coming days . Though many victims were women and children in displacement camps , Israel says that the strikes were against legitimate militant targets . Muhammad Taha is from BBC Arabic and he has more on the Israeli strikes that continue across Gaza . In Gaza on the south in Kunis and Rafa and on the north in Jabalia Beta and Betanoon and I can say comfortably Lquisa that however Israel announced that they will start expanding the military operation in Gaza on Sunday . This expansion started from last night . So reports are coming from Gaza from the north are telling us that the Israel ground forces are advancing towards Jabalia Baha . They are asking the women to be separated from men , arresting some men and then expanding the operation this way asking the people to evacuate the north including Alshifa hospital north in the city of Gaza and the Islamic university in the north as well where there are many displaced people are there . some of the descriptions on social media and also being reported of the results of those strikes are really quite upsetting particularly on the medical camp . What has the United States Marco Rubio said on this matter so far ? Indeed . He said that the United States is troubled . But apparently troubled is not enough as the United States this trouble that the United States is feeling is not pushing them to take a tougher stance towards the Israeli Prime Minister Binam Netanyahu and his willingness to continue this war without any hope to reach ceasefire to release the hostages . So and amongst the Trump visit to the Middle East , we did n't see any big announcement regarding Gaza . We saw big announcement regarding Syria , the lifting of the sanctions or the or the meeting of the president of the Syrian president or we saw announcement related to Iran . We saw announcement related to the Houthis . But Gaza was n't on the top of the agenda of Trump 's visit to the Middle East . This made people are really angry on social media . They are putting the image of Donald Trump along with the image of the dead people in Gaza saying that they are dying at the at the end of the day by American ammunitions . if this offensive continues and nothing is agreed as part of the negotiations , Sunday is the deadline . We had that warning from the UN of an imminent famine . things are very serious are n't they ? the people in Gaza are in more than few weeks they do n't get any aid any food any clean water or any medical equipment . This is not a secret . This is not something under the table . This is something that the Israeli government are announcing . Now the position of the Israeli government and the US government is that a private company should take over the distribution of the aid in Gaza . The UN says that this is not will not work . This is will not be efficient and the aid will not be distributed efficiently on all people . But the United States and Israel apparently saying this is the only way not to make the aid fall in the hands of Hamas . And amongst all of that , people are dying from hunger more than dying from the Israeli attacks ."
https://youtu.be/Ej9QgA6HQYQ?si=Zn0mmjOMx3j0_U40,Peace talks between Ukraine and Russia take place in Turkey,BBC news,Ej9QgA6HQYQ,"It 's being reported in Turkey that two meetings will take place today as part of diplomatic efforts to end the war in Ukraine . The first is due to start at 7:45 GMT , so in under an hour 's time , and it will involve Turkish , US , and Ukrainian officials . A second trilateral meeting is then expected to begin at 9:30 GMT . That 's just over 2 hours from now . And it 's being reported that it will bring together the Ukrainian and Russian delegations with Turkey mediating . , these come after no talks between Russia and Ukraine on Thursday despite officials from both countries being in Istanbul . Ukraine 's President Zilinski did fly to Turkey as he promised , but Russia 's President Putin did not . While the US Secretary of State Marco Rubios arrived in Istanbul , he was attending a NATO meeting on Thursday and he gave his assessment of where things currently stand . We do n't have high expectations of what will happen tomorrow . And frankly , at this point , I think it 's abundantly clear that the only way we 're going to have a breakthrough here is between President Trump and President Putin . Marco Rubio there . , as we mentioned , Vladimir Putin has not made an appearance in Turkey , but his Ukrainian counterpart is there . Vladimir Zalinski confirmed Ukraine would send a delegation for these talks , but accused Russia of not treating them seriously , and he said that his priority was an immediate end to the fighting . I believe both sides must demonstrate their willingness to negotiate . The first step should be an unconditional ceasefire . If that can be achieved today at the level of technical groups without leaders , then , there is no need to meet . , a spokesperson for Russia 's foreign ministry has labeled Mr. Zalinski as a clown and a loser and pathetic . And while the diplomatic efforts are being made in Turkey , in Ukraine , however , the fighting continues with Russia claiming its forces captured two more small settlements in the Donbass region on Thursday . , BBC Monitoring 's Russia editor and host of Ukraine cast , Vitali Shvchenko , is in Estanbul with the very latest . Hopefully , today is the day , the day when direct talks between Russia and Ukraine restart , talks about ending this war . as you say Kasha , hopes are running pretty low . They 're not getting any higher , but at least they 'll be in the same room for the same for the first time in three years . The the Russian delegation spent the whole of yesterday waiting for the Ukrainians here in Istanbul . it 's a low - level delegation led by presidential adviser Vladimir Midenski and Voldemir Zalinski of Ukraine spent a lot of time thinking does he send anyone to meet such a low key figure and he 's dispatched his defense minister Rosmev who 's coming to Istanbul later today . I 'll give an example of how different the Russian and Ukrainian positions are . While Voldemir Zalinski says that his team 's mandate is focused on ceasing fire immediately , the Russians they 've been saying throughout yesterday that they 're focused on long - term peace and removing the root causes of what they call this crisis . And translated from Kremlin speak , this is it means that , they 're not really interested in ceasing fire . what they 're interested in addressing what started this war in Kremlin 's point of view and that means the very existence of Ukraine as a sovereign state that can make decisions of its own . The presence of Marubia here in Istanbul , it adds weight to what 's going on what 's going on even though he is not expecting much . Also interestingly the head of the Russian delegation Vladimir Majinski he said yesterday that Russia was prepared to discuss compromises . What that means exactly is not clear but hopefully it 's a step forward and a sign of a little flexibility on Russia 's part . So when you talk about these compromises that the Russian side are potentially prepared to discuss , we 're not clear on what they will be . But if they are still focused on the root causes of this war and as your point very much Vitali saying that has always been the very existence of Ukraine . I where could possibly these potential compromises be ? We do n't know as simple as that . Vladimirki is the only person who me from the Russian delegation from Russia who mentioned the word compromises . Everybody else was still saying no fresh weapons supplies to Ukraine , no more new fighters for the Ukrainian army , no NATO membership . We want we Russia want at least five Ukrainian regions which Russia partly or fully occupies . All that of course is completely unacceptable for Vimir Zalinski . But he 's saying first step ceasefire ."
